Intent,User Says,Text Response,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,glad to hear it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,much better,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,good very good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that is wonderful,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,fine,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that was awesome,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that was pretty good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that was cute,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's really nice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's much better,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,fantastic,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,not too bad,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,ok good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,good to know,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,not bad,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,glad to hear that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,wonderful,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,this is great,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,great,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,super fantastic,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,amazing,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,really good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,good for you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's great,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,it's amazing,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's really good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,terrific,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's nice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,splendid,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's fantastic,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,it is good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's cute,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,I'm glad to hear that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,perfect,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,cool,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,straight,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,pleasant,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,it was good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,so sweet of you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,it is fine,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,so cool,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,pretty good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,so good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,marvelous,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,this is awesome,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,okay good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,very then,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's awesome,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,very well,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that was very good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,very good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,it's great,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's amazing,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that is awesome,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's very nice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's great,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that was amazing,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's fine,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that was good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,nice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,this is good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,really nice,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's not bad,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,no it's okay,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,it's awesome,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's very nice of you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,it's great,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,that's fine,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,super,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,good thing,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.good,excellent,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.no_problem,no worries,Terrific!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.no_problem,don't worry there's no problem,Good deal.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.no_problem,no problem,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.no_problem,no problem about that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.no_problem,there's no problem,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.no_problem,don't worry,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.no_problem,sure no problem,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.no_problem,no probs,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thanks again,Anytime. That's what I'm here for.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,all thank you,It's my pleasure to help.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,well thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thank you so much,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,great thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thank you again,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thnx,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thanks for your help,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,appreciate your help,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,I thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,perfect thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,well thanks,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thank you my friend,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thank you that will be all,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,I appreciate it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thanks buddy,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,cheers,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,you helped a lot thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thanks love,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,so nice of you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,well thanks,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,no thank you that's all,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,very good thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thanks a lot,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,good thanks,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,alright thanks,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thank you for your help,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thanks so much,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,terrific thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thanks,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,alright thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thanx,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.thank_you,nice thank you,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.welcome,you're so welcome,I appreciate it.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.welcome,that's my pleasure,Such nice manners you have.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.welcome,anytime,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.welcome,anything you want,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.welcome,my pleasure,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.welcome,welcome,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.welcome,welcome here,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.welcome,sure welcome,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.welcome,you're welcome,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.well_done,great work,My pleasure.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.well_done,good work,Glad I could help.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.well_done,bravo,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.well_done,way to go,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.well_done,good job,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.well_done,nice work,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.well_done,amazing work,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.well_done,well done,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.appraisal.well_done,great job,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,nevermind forget about it,Cancelled! Let me know what I should do next.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,nothing just forget it,Cancelled. Waiting for more commands.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,no just cancel,Cancelled! Just tell me what you'd like me to do next.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,no cancel cancel,Cancelled. Go on with the commands!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,sorry cancel,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,disregard,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,forget,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,i want to cancel,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel everything,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,annul,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel that one,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancelled,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,now cancel,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel all,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel now,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,forget about it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,skip it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,don't do that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,just forget it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,skip skip skip,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,just stop it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,no cancel everything,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,forget that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,no just cancel it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel that cancel that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,i said cancel,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,no stop,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel all that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,i said cancel it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,forget about that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,abort,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,i said forget it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,nothing cancel,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,no cancel this,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,I said cancel cancel,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,just cancel it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,i want to cancel it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel the whole thing,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,can you cancel that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,can you cancel it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,just forget about it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,forget this,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,stop it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,stop,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,just forget,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,discard,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,i would like to cancel,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,disregard that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel my request,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,so cancel,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel request,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel all this,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel this request,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,skip,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,forget it nevermind,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,dismiss,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,cancel it cancel it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,but can you cancel it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,dismissed,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.cancel,do nothing,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,not at this time,Okay.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,don't,I see.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,not exactly,I understand.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,absolutely no,Okay then.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,of course not,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,never,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no forget,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,not needed,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,do not,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,sorry no,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,not interested,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no don't,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,nah,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no that's wrong,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,not today,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,na,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,not that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no sorry,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,nooo,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,I think no,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,let 's not,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,I don't want that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no I don't,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no do not,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no incorrect,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,not really,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,I don't want,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,nope sorry,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no don't do that,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no it's not,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,absolutely not,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no never,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,not right now thanks,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no thank you though,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no need thanks,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no just no,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no need,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,how about no,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,not this,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,I say no,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,definitely not,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,I'm not,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,don't,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no but thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,thanks but no thanks,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,I said no,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no thanks,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,don t have a sense,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,actually no,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,I disagree,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no thank you not right now,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,not really no,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,I don't think so,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,I don't want to,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no thanks not right now,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no I would not,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no leave it,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,disagree,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no way,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,apparently not,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,not this time,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no thank you very much,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no tanks,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,nope,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no actually,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no that's fine thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.no,no it isn't,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yeah right,Great!,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,that is ok,Of course.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,go for it,Sure.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,okey,Indeed.,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,ya,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,I agree,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,ok yes,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,okay that's fine,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,I guess,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,ye,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,ok sure,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,obviously,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yeah exactly,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes it is,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yeh,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,ok,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,I do,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,certainly,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,right,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,sure thing,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,ok go ahead,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes this is correct,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes correct,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,sure is,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yeah go ahead,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,why not,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,okie dokie,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yea,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yeah that's right,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes indeed,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,okay,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,absolutely,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,of course,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yep,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,okay sounds good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,sure why not,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,okay then,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yap,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,ok thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,this is correct,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yup,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes sure,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,looks good,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes definitely,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,sure,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,go ahead,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,all right,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes thank you,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,yes I agree,,,,,,,,,,,,,,,,,,,,,,,,
smalltalk.confirmation.yes,do it,,,,,,,,,,,,,,,,,,,,,,,,
